"English_name","Scientific_name","X3A_CODE"
"Pink velvet shrimp","Metapenaeopsis rosea","NMQ"
"Tolo velvet shrimp","Metapenaeopsis toloensis","MEX"
"Northern velvet shrimp","Metapenaeopsis novaeguineae","NMU"
"Reef shrimp","Metapenaeopsis borradailei","MJD"
"Fiddler shrimp","Metapenaeopsis stridulans","NMY"
"Scout velvet shrimp","Metapenaeopsis crassissima","MJI"
"Kishi velvet shrimp","Metapenaeopsis dalei","MDJ"
"Insular velvet shrimp","Metapenaeopsis kishinouyei","MKO"
"Caribbean velvet shrimp","Metapenaeopsis goodei","MJG"
"Minstrel shrimp","Metapenaeopsis hilarula","MJJ"
"Mining shrimp","Metapenaeopsis mineri","MMX"
"Humpback shrimp","Metapenaeopsis lamellata","MEQ"
"Whiskered velvet shrimp","Metapenaeopsis barbata","MJB"
"Mogi velvet shrimp","Metapenaeopsis mogiensis","NMJ"
"Broad velvet shrimp","Metapenaeopsis lata","MLX"
"Tora velvet shrimp","Metapenaeopsis acclivis","MJV"
"Velvet shrimp","Metapenaeopsis wellsi","MWL"
"Rice velvet shrimp","Metapenaeopsis andamanensis","MMD"
"Beebe's velvet shrimp","Metapenaeopsis beebei","MQB"
"Papua shrimp","Metapenaeus papuensis","MTQ"
"Fine shrimp","Metapenaeus elegans","MTG"
"Sulu shrimp","Metapenaeus suluensis","MSW"
"Jinga shrimp","Metapenaeus affinis","MTJ"
"Emerald shrimp","Metapenaeus insolitus","MJS"
"Peregrine shrimp","Metapenaeus stebbingi","MNG"
"Spiny greasyback shrimp","Metapenaeus anchistus","MAQ"
"Bird shrimp","Metapenaeus lysianassa","MJY"
"Middle shrimp","Metapenaeus intermedius","MJE"
"Ginger shrimp","Metapenaeus kutchensis","MJK"
"Stork shrimp","Metapenaeus tenuipes","MQT"
"Greentail shrimp","Metapenaeus bennettae","MBB"
"Wood shrimp","Metapenaeus conjunctus","MSQ"
"Western school shrimp","Metapenaeus dalli","MTD"
"Demons prawn","Metapenaeus demani","MSY"
"York shrimp","Metapenaeus eboracensis","MQE"
"Moyebi shrimp","Metapenaeus moyebi","MMQ"
"Fire shrimp","Metapenaeus alcocki","MEK"
"Greasyback shrimp","Metapenaeus ensis","MPE"
"Kadal shrimp","Metapenaeus dobsoni","MPD"
"Shiba shrimp","Metapenaeus joyneri","SHI"
"Endeavour shrimp","Metapenaeus endeavouri","ENS"
"Eastern school shrimp","Metapenaeus macleayi","MPM"
"Metapenaeus shrimps nei","Metapenaeus spp","MET"
"Speckled shrimp","Metapenaeus monoceros","MPN"
"Yellow shrimp","Metapenaeus brevicornis","MPB"
"Thin shrimp","Parapenaeopsis gracillima","NIG"
"Hawknose shrimp","Parapenaeopsis acclivirostris","NAK"
"Parole shrimp","Parapenaeopsis probata","NPB"
"Dwarf shrimp","Parapenaeopsis nana","NIN"
"Torpedo shrimp","Parapenaeopsis maxillipedo","NAX"
"Rainbow shrimp","Parapenaeopsis sculptilis","NAP"
"Spear shrimp","Parapenaeopsis hardwickii","NAW"
"Smoothshell shrimp","Parapenaeopsis tenella","NIT"
"Coral shrimp","Parapenaeopsis cornuta","NPN"
"Bally shrimp","Parapenaeopsis balli","NIB"
"Arafura shrimp","Parapenaeopsis arafurica","NRJ"
"Kiddi shrimp","Parapenaeopsis stylifera","NAY"
"Adonis shrimp","Parapenaeopsis venusta","NIV"
"Uncta shrimp","Parapenaeopsis uncta","NIU"
"Coromandel shrimp","Parapenaeopsis coromandelica","NPI"
"Dog shrimp","Parapenaeopsis hungerfordi","NAH"
"Guinea shrimp","Parapenaeopsis atlantica","GUS"
"Parapenaeopsis shrimps nei","Parapenaeopsis spp","NPP"
"Rose shrimp","Parapenaeus politus","NRP"
"Domino shrimp","Parapenaeus sextuberculatus","NRR"
"Flamingo shrimp","Parapenaeus longipes","NRG"
"Lancer rose shrimp","Parapenaeus lanceolatus","NRK"
"Explorer rose shrimp","Parapenaeus investigatoris","NRI"
"Neptune rose shrimp","Parapenaeus fissurus","NRF"
"Australian rose shrimp","Parapenaeus australiensis","NRA"
"Parapenaeus shrimps nei","Parapenaeus spp","NRY"
"Deep-water rose shrimp","Parapenaeus longirostris","DPS"
"Four-spined needle shrimp","Penaeopsis eduardoi","NIE"
"Megalops shrimp","Penaeopsis serrata","NIS"
"Needle shrimp","Penaeopsis rectacuta","PJE"
"Scythe shrimp","Penaeopsis balssi","NIA"
"Red-spot king prawn","Penaeus longistylus","ELY"
"Witch prawn","Penaeus canaliculatus","EKU"
"False white prawn","Penaeus silasi","ESS"
"Aloha prawn","Penaeus marginatus","PNJ"
"Northern pink shrimp","Penaeus duorarum","APS"
"Blue shrimp","Penaeus stylirostris","PNS"
"Southern white shrimp","Penaeus schmitti","PNT"
"Yellowleg shrimp","Penaeus californiensis","YPS"
"Northern brown shrimp","Penaeus aztecus","ABS"
"Penaeus shrimps nei","Penaeus spp","PEN"
"Kuruma prawn","Penaeus japonicus","KUP"
"Fleshy prawn","Penaeus chinensis","FLP"
"Western king prawn","Penaeus latisulcatus","WKP"
"Indian white prawn","Penaeus indicus","PNI"
"Sao Paulo shrimp","Penaeus paulensis","PPS"
"Southern brown shrimp","Penaeus subtilis","PNU"
"Western white shrimp","Penaeus occidentalis","WWP"
"Redtail prawn","Penaeus penicillatus","REP"
"Whiteleg shrimp","Penaeus vannamei","PNV"
"Giant tiger prawn","Penaeus monodon","GIT"
"Eastern king prawn","Penaeus plebejus","PNP"
"Banana prawn","Penaeus merguiensis","PBA"
"Crystal shrimp","Penaeus brevirostris","CSP"
"Northern white shrimp","Penaeus setiferus","PST"
"Brown tiger prawn","Penaeus esculentus","PRB"
"Green tiger prawn","Penaeus semisulcatus","TIP"
"Redspotted shrimp","Penaeus brasiliensis","PNB"
"Caramote prawn","Penaeus kerathurus","TGS"
"Southern pink shrimp","Penaeus notialis","SOP"
"Titi shrimp","Protrachypene precipua","RRJ"
"Longlegged rough shrimp","Trachypenaeus longipes","TLJ"
"Smooth shrimp","Trachypenaeus brevisuturae","TVU"
"Philippines rough shrimp","Trachypenaeus villaluzi","TVZ"
"Trachypenaeus shrimps nei","Trachypenaeus spp","YEU"
"Northern rough shrimp","Trachypenaeus gonospinifer","TCQ"
"Roughneck shrimp","Trachypenaeus constrictus","TKN"
"Zebra shrimp","Trachypenaeus pacificus","TKJ"
"Coarse shrimp","Trachypenaeus granulosus","TPQ"
"Pinto shrimp","Trachypenaeus fuscina","TFJ"
"Brown rough shrimp","Trachypenaeus fulvus","TFV"
"Indio shrimp","Trachypenaeus faoe","TFO"
"Carabali shrimp","Trachypenaeus byrdi","TBY"
"Hardback shrimp","Trachypenaeus anchoralis","TYK"
"Yellow roughneck shrimp","Trachypenaeus similis","TMY"
"Malayan rough shrimp","Trachypenaeus sedili","TDZ"
"Southern rough shrimp","Trachypenaeus curvirostris","TRV"
"Xiphopenaeus shrimps nei","Xiphopenaeus spp","XFS"
"Pacific seabob","Xiphopenaeus riveti","TIT"
"Atlantic seabob","Xiphopenaeus kroyeri","BOB"
"Peruvian one-handed shrimp","Processa peruviana","RKJ"
"Processa shrimp","Processa canaliculata","RKU"
"Nika shrimp","Processa edulis","RKD"
"Processa shrimps nei","Processa spp","RXK"
"Rabbitnose shrimp","Rhynchocinetes typus","RYW"
"Striped hinge beak shrimp","Rhynchocinetes durbanensis","RCY"
"Sergestid shrimps nei","Sergestidae","SHS"
"Australian paste shrimp","Acetes australis","EKA"
"Northern mauxia shrimp","Acetes chinensis","ESH"
"Jawla paste shrimp","Acetes indicus","EKN"
"Aviu shrimp","Acetes americanus","EKC"
"Alamang shrimp","Acetes sibogae","EKS"
"Taiwan mauxia shrimp","Acetes intermedius","EKI"
"Jembret shrimp","Acetes vulgaris","ESV"
"Southern mauxia shrimp","Acetes serrulatus","EKE"
"Akiami paste shrimp","Acetes japonicus","AKS"
"Tsivakihini paste shrimp","Acetes erythraeus","EKR"
"Sakura shrimp","Sergestes lucens","GTN"
"Tufted rock shrimp","Sicyonia galeata","YIG"
"Mediterranean rock shrimp","Sicyonia carinata","YIA"
"Kinglet rock shrimp","Sicyonia typica","YIT"
"Hardhusk rock shrimp","Sicyonia aliaffinis","YIN"
"Lesser rock shrimp","Sicyonia dorsalis","YID"
"Burkenroad's rock shrimp","Sicyonia burkenroadi","YIB"
"Eyespot rock shrimp","Sicyonia stimpsoni","YIS"
"Notched tidal rock shrimp","Sicyonia laevigata","YIV"
"Ridgeback rock shrimp","Sicyonia cristata","YIC"
"Martin's rock shrimp","Sicyonia martini","YIM"
"Keeled rock shrimp","Sicyonia disdorsalis","YIO"
"Knight rock shrimp","Sicyonia lancifera","YIL"
"Target shrimp","Sicyonia disedwardsi","YIW"
"Notched rock shrimp","Sicyonia disparri","YIR"
"Mixed rock shrimp","Sicyonia mixta","YIX"
"Peanut rock shrimp","Sicyonia penicillata","YIP"
"Small peanut rock","Sicyonia picta","YIK"
"Coloured rock shrimp","Sicyonia affinis","YIF"
"Rock shrimp","Sicyonia brevirostris","RSH"
"Pacific rock shrimp","Sicyonia ingentis","YII"
"Solenocerid shrimps nei","Solenoceridae","SOZ"
"Catherine shrimp","Cryptopenaeus catherinae","YPJ"
"Trident shrimp","Hadropenaeus lucasii","HDS"
"Jack-knife shrimp","Haliporoides sibogae","JAQ"
"Knife shrimp","Haliporoides triarthrus","KNS"
"Chilean knife shrimp","Haliporoides diomedeae","HJD"
"Knife shrimps nei","Haliporoides spp","KNI"
"Hymenopenaeus shrimps nei","Hymenopenaeus spp","HZM"
"Doris veiled shrimp","Hymenopenaeus doris","HUD"
"Veiled shrimp","Hymenopenaeus aequalis","HMQ"
"Salmon shrimp","Mesopaeneus tropicalis","MPZ"
"Royal red shrimp","Pleoticus robustus","RRS"
"Pleoticus shrimps nei","Pleoticus spp","WPX"
"Argentine red shrimp","Pleoticus muelleri","LAA"
"Comb shrimp","Solenocera pectinata","SKE"
"African mud shrimp","Solenocera africana","SKF"
"Ridgeback shrimp","Solenocera choprai","SKK"
"Coastal mud shrimp","Solenocera crassicornis","SOJ"
"Flower shrimp","Solenocera florea","SJO"
"Guiana mud shrimp","Solenocera geijskesi","SJK"
"Deep-sea mud shrimp","Solenocera hextii","SXT"
"Atlantic mud shrimp","Solenocera membranacea","SKM"
"Razor mud shrimp","Solenocera melantho","SQH"
NA,"Solenocera acuminata","ONJ"
"Chinese mud shrimp","Solenocera koelbeli","SKO"
"Algoa shrimp","Solenocera algoensis","OAJ"
"Blossom shrimp","Solenocera mutator","SMZ"
"False comb shrimp","Solenocera pectinulata","SJQ"
"Malayan mud shrimp","Solenocera halli","SKW"
"Australia mus shrimp","Solenocera australiana","SKQ"
"High ridge mud shrimp","Solenocera alticarinata","SJR"
"Solenocera shrimps nei","Solenocera spp","SZK"
"Deep-water mud shrimp","Solenocera alfonso","SAZ"
"Kolibri shrimp","Solenocera agassizii","SOK"
"Crimson coral shrimp","Microprosthema semilaeve","MVE"
"Banded coral shrimp","Stenopus hispidus","TPD"
NA,"Euphausia tenera","UFR"
NA,"Euphausia gibboides","UFG"
NA,"Euphausia hanseni","UFH"
NA,"Euphausia lucens","UFL"
NA,"Euphausia distinguenda","UFD"
NA,"Euphausia eximia","UFE"
NA,"Euphausia diomedeae","UFI"
NA,"Euphausia similis","UFS"
NA,"Euphausia nana","UFN"
"Isada krill","Euphausia pacifica","UFP"
NA,"Euphausia lamelligera","UFM"
NA,"Euphausia americana","UFK"
"Pygmy krill","Euphausia frigida","KRF"
"Ice krill","Euphausia crystallorophias","KRC"
"Antarctic krill","Euphausia superba","KRI"
"Antarctic krill nei","Euphausia spp","KRX"
"Spiny krill","Euphausia triacantha","KRT"
"Northern krill","Euphausia vallentini","KRV"
"Norwegian krill","Meganyctiphanes norvegica","NKR"
NA,"Nematoscelis gracilis","NMK"
NA,"Nematoscelis megalops","NMM"
NA,"Nyctiphanes capensis","NYP"
NA,"Nyctiphanes australis","NYU"
NA,"Nyctiphanes simplex","NMX"
NA,"Thysanoessa vicina","YAV"
NA,"Thysanoessa raschii","YNI"
NA,"Thysanoessa spinifera","YAP"
NA,"Thysanoessa longipes","YAN"
NA,"Thysanoessa gregaria","YAE"
NA,"Thysanoessa inermis","YEN"
NA,"Thysanoessa longicaudata","YAI"
"Bigeye krill","Thysanoessa macrura","KRM"
"Amphipods","Amphipoda","AQM"
"Isopods, pillbugs, sowbugs","Isopoda","ISH"
"Tanaidaceans","Tanaidacea","TVN"
"Copepods","Copepoda","JPP"
"Marine crustaceans nei","Crustacea","CRU"
"Stomatopods nei","Stomatopoda","SVX"
NA,"Acartia tonsa","JCA"
"Fish biter","Aega monophthalma","AJY"
NA,"Antarcturus oryx","AZD"
NA,"Semibalanus balanoides","BXL"
NA,"Arcturides cornutus","AZJ"
NA,"Artemiidae","AJI"
NA,"Artemia tunisiana","AJT"
NA,"Artemia franciscana","FRJ"
NA,"Artemia urmiana","AJU"
NA,"Artemia sinica","AJJ"
NA,"Artemia persimilis","AJE"
"Brine shrimps nei","Artemia spp","AJM"
"Brine shrimp","Artemia salina","AMS"
"Giant barnacle","Austromegabalanus psittacus","MBZ"
NA,"Megabalanus tintinnabulum","MBW"
NA,"Bathylasmatidae","BWY"
NA,"Calanus finmarchicus","JCM"
NA,"Gammarus setosus","WSE"
NA,"Gammarus wilkitzkii","WKT"
NA,"Euneognathia gigas","EHY"
"Giant harpiosquillid mantis sh","Harpiosquilla raphidea","HQR"
"Robber harpiosquillid mantis s","Harpiosquilla harpax","HQH"
"Keeled witch mantis","Hemisquilla ensigera","HQE"
NA,"Themisto gaudichaudii","UAQ"
"Lepadidae barnacles nei","Lepadidae","LKD"
NA,"Lepas pectinata","LEQ"
"Goose barnacle","Lepas anatifera","ESF"
"Goose barnacles nei","Lepas spp","GOO"
NA,"Eurythenes gryllus","EQZ"
"Queen lizard mantis","Lysiosquilla desaussurei","LYQ"
"Striped mantis","Lysiosquilla panamica","LQP"
"Lizard mantis","Lysiosquilla hoevenii","LQH"
"Smooth mantis shrimp","Lysiosquilla scabricauda","LQS"
"Common banded mantis shrimp","Lysiosquillina maculata","LQM"
"Reef odontoactylid mantis shri","Odontodactylus scyllarus","ODY"
"Pastel odontodactylid mantis s","Raoulius cultrifer","RIK"
"Pacific goose barnacle","Pollicipes elegans","ZPE"
"Leaf barnacle","Pollicipes polymerus","ZPP"
"Barnacle","Pollicipes pollicipes","PCB"
"Three spined mantis","Parasquilla similis","PQS"
"Scalpellidae barnacles nei","Scalpellidae","SDK"
"Acorn barnacle","Smilium zancleanum","BIV"
"Spiny serolid isopod","Acutiserolis spp","AJX"
NA,"Serolis gracilis","RYQ"
"Squillids nei","Squillidae","SQY"
"Spotted squillid mantis shrimp","Cloridopsis scorpio","OIR"
"Mud mantis","Cloridopsis dubia","OII"
"Smooth squillid mantis shrimp","Erugosquilla woodmasoni","EQW"
"Red sea mantis shrimp","Erugosquilla massavensis","OQM"
"Smalleyed squillid mantis shri","Miyakea nepa","MJN"
"Japanese squillid mantis shrim","Oratosquilla oratoria","OQO"
"Vietnamese squillid mantis shr","Oratosquillina gravieri","OQG"
"Common squillid mantis shrimp","Oratosquillina perpensa","OQE"
"Fivespined squillid mantis shr","Oratosquillina quinquedentata","OQQ"
"Variable squillid mantis shrim","Oratosquillina solicitans","OQS"
"Small mantis shrimp","Squilla parva","QLV"
"Sorcerer mantis shrimp","Squilla biformis","QLB"
"Angolan mantis srimp","Squilla cadenati","QLC"
"Kicking mantis shrimp","Squilla aculeata","QLA"
"Rough mantis shrimp","Squilla empusa","QLE"
"Panama mantis shrimp","Squilla panamensis","QLP"
"Catalina mantis","Squilla mantoidea","QLM"
"Bigelow mantis shrimp","Squilla bigelowi","QLW"
"Spottail mantis squillid","Squilla mantis","MTS"
NA,"Onisimus litoralis","QLT"
"Freshwater molluscs nei","Mollusca","MOF"
"Violet batissa","Batissa violacea","BVL"
"Manila clam","Corbicula manilensis","CMM"
"Asian clam","Corbicula fluminea","CMA"
"Freshwater clams nei","Corbicula spp","CLF"
"Japanese corbicula","Corbicula japonica","CMJ"
"Bengali geloina","Polymesoda bengalensis","YMB"
"Common geloina","Polymesoda erosa","YME"
"Triangular mash clam","Polymesoda triangula","YMT"
"Slender marsh clam","Polymesoda arctata","YMK"
"Carolina marsh clam","Polymesoda caroliniana","YMR"
"Equilateral marsh clam","Polymesoda aequilatera","YMA"
NA,"Polymesoda spp","YGX"
"Inflated marsh clam","Polymesoda inflata","YMI"
"Broad geloina","Polymesoda expansa","YMX"
"Common Indian marsh clam","Villorita cyprinoides","VIY"
"Zebra mussel","Dreissena polymorpha","DRP"
"Swan mussel","Anodonta cygnea","SWT"
"Cockscomb pearl mussel","Cristaria plicata","WCP"
"Dromedary pearlymussel","Ellipsaria lineolata","EPQ"
"Triangle sail mussel","Hyriopsis cumingii","HZC"
"Biwa pearl mussel","Hyriopsis schlegelii","ZSU"
"Wavy-rayed lampmussel","Lampsis fasciola","LFK"
"Western pearlshell","Margaritifera falcata","MFC"
"Eastern pearlshell","Margaritifera margaritifera","MFY"
"Washboard","Megalonaias nervosa","MVS"
"Ohio pigtoe","Pleurobema cordatum","UBD"
"Giant floater","Pygadon grandis","YGR"
"Chinese pond mussel","Sinanodonta woodiana","WSD"
"Rainbow mussel","Villosa iris","VLI"
"Chinese mystery snail","Cipangopaludina chinensis","GFZ"
"Gastropods nei","Gastropoda","GAS"
NA,"Pomacea urceus","WPZ"
"Common pelican-foot","Aporrhais pespelecani","OHQ"
"Serre's pelican-foot","Aporrhais serresianus","OHX"
"Clear sundial","Architectonica perspectiva","KKR"
"Giant sundial","Architectonica maxima","KKX"
NA,"Aeneator recens","AJV"
NA,"Austrofusus spp","DMX"
NA,"Austrofusus glans","KWH"
NA,"Austrofusus chathamensis","DMW"
"Mud ivory whelk","Babylonia lutosa","YJU"
NA,"Babylonia spp","YJX"
"Maculated ivory whelk","Babylonia areolata","YJA"
"Spiral babylon","Babylonia spirata","YJS"
"Striated buccinum","Buccinulum corneum","BQO"
"Humphrey's buccinum","Buccinum humphreysianum","BCP"
NA,"Buccinum spp","BEX"
"Whelk","Buccinum undatum","WHE"
"Waved goblet","Cantharus undosus","KQU"
"D'Orbigny's buccinum","Cantharus dorbignyi","KAD"
"Antarctic whelk","Neobuccinum eatoni","NBT"
NA,"Pareuthria cerealis","WUW"
NA,"Pareuthria spp","WUX"
"Striate pisania","Pisania striata","PIZ"
"Gates' goblet","Solenosteira gatesi","OOX"
NA,"Trophon spp","FPX"
"Antarctic trophon","Trophon albolabratus","FOL"
"Frog shell nei","Bursidae","VAX"
"Common frog shell","Bufonaria rana","UON"
"Dwarf frog shell","Bufonaria nana","UNN"
"Purse frog shell","Bufonaria crumena","UFO"
"Warty frog shell","Bursa bufonia","UUN"
"Reddish frog shell","Tutufa rubeta","UUE"
"Giant frog shell","Tutufa bubo","UUB"
NA,"Calliostoma turnerarum","DAL"
NA,"Crepipatella spp","DAX"
"Round slippersnail","Crepipatella orbiculata","DAW"
NA,"Trochita pileus","UDW"
NA,"Trochita spp","UDX"
"Hungarian cap-shell","Capulus ungaricus","KPR"
"Helmets shells nei","Cassidae","XIX"
"Rugose bonnet","Cassidaria tyrrhena","KDH"
"Spiny bonnet","Cassidaria echinophora","KDE"
NA,"Cassis spp","KSX"
"Horned helmet","Cassis cornuta","KSC"
"Emperor helmet","Cassis madagascariensis","KSD"
"Flame helmet","Cassis flammea","KSF"
"King helmet","Cassis tuberosa","KST"
"Tessellate helmet","Cassis tessellata","KSS"
"Bullmouth helmet","Cypraecassis rufa","YRR"
"Pacific Scotch bonnet","Phalium centiquadratum","FUQ"
NA,"Phalium spp","FAX"
"Saburon helmet","Phalium saburon","FMS"
"Banded bonnet","Phalium bandatum","FAD"
"Checkerboard bonnet","Phalium areola","FAR"
"Grey bonnet","Phalium glaucum","FAU"
"Scotch bonnet","Semicassis granulata","FMG"
"Spicate cerithe","Cerithium alucastrum","KTQ"
"Common cerithe","Cerithium vulgatum","KHV"
"Spinose cerith","Cerithium echinatum","KEE"
"Mediterranean cerithe","Cerithium rupestre","KHR"
"Giant knobbed cerith","Cerithium nodulosum","KEN"
"Coral cerith","Cerithium coralium","KEC"
"Necklace cerith","Clypeomorus batillariaeformis","KYY"
"Aluco vergatus","Pseudovergatus aluco","PVC"
"Rough vergatus","Rhinoclavis aspera","RVA"
"Common vergatus","Rhinoclavis vertagus","RVV"
"Banded vertagus","Rhinoclavis fasciata","RVF"
"Obelisk vergatus","Rhinoclavis sinensis","RVS"
"Maculated dwarf triton","Colubraria muricata","KOC"
"Dotted dove shell","Pyrene scripta","YEC"
"Slender strombina","Strombina fusinoidea","TBJ"
"Cone shells nei","Conidae","XUX"
"Tesselate cone","Conus tessulatus","KOQ"
"Royal cone","Conus regius","KUJ"
"Oak cone","Conus quercinus","KNQ"
"Livid cone","Conus lividus","KOV"
"Mouse cone","Conus mus","KUM"
"Crowned cone","Conus coronatus","KOK"
"Lettered cone","Conus litteratus","KNL"
"Marble cone","Conus marmoreus","KOO"
"Yellow Pacific cone","Conus flavidus","KNV"
"General cone","Conus generalis","KNG"
"Rayed cone","Conus radiatus","KOA"
"Suratan cone","Conus suratensis","KNE"
"Beech cone","Conus betulinus","KNB"
"Leopard cone","Conus leopardus","KOE"
"Textile cone","Conus textile","KUX"
"Meyendorff's coral shell","Coralliophila meyendorffi","KFM"
"Lamellose coral-shell","Coralliophila alaucoides","KFK"
"Short coral-shell","Coralliophila brevis","KFB"
"Babel's latiaxis","Latiaxis babelis","LXA"
"Little-fox miter","Vexillum vulpeculum","VXU"
"Rugose iter","Vexillum rugosum","VXR"
"Chinese cup-and-saucer","Calyptraea chinensis","KPJ"
"Nail-shaped crepidule","Crepidula unguiformis","KPI"
NA,"Crepidula spp","KWX"
"Slipper-limpet crepidule","Crepidula gibbosa","KPB"
"Goree slipper shell","Crepidula goreensis","KPE"
"Excavated slipper shell","Crepidula excavata","KDX"
"Onyx slipper shell","Crepidula onyx","KDY"
"Spiny slipper shell","Crepidula aculeata","KDU"
"American slipper-limpet","Crepidula fornicata","KDF"
"Brown cup-and-saucer","Crucibulum scutellatum","KRS"
NA,"Crucibulum spp","KXX"
"Cowries nei","Cypraeidae","ZAX"
"Tortoise cowrie","Chelycypraea testudinaria","YVG"
"Eroded cowrie","Cyprea erosa","YQR"
"Tiger cowrie","Cyprea tigris","YRQ"
"Mole cowrie","Cyprea talpa","YRT"
"Eglantine cowrie","Cyprea eglantina","YQE"
"Arabian cowrie","Cyprea arabica","YEA"
"Histrio cowrie","Cyprea histrio","YPH"
"Humpback cowrie","Cyprea mauritiana","YEJ"
"Depressed cowrie","Cyprea depressa","YQD"
"Tummy cowrie","Cyprea ventriculus","YQN"
"Jester cowrie","Cyprea scurra","YPZ"
"Schilders' cowrie","Cyprea schilderorum","YQH"
"Onyx cowrie","Cyprea onyx","YQX"
"Walled cowrie","Cyprea obvelata","YQV"
"Map cowrie","Cyprea mappa","YEM"
"Money cowrie","Cyprea moneta","YQO"
"Reticulated cowrie","Cyprea maculifera","YQM"
"Monster cowrie","Cyprea leviathan","YQL"
"Pacific deer cowrie","Cyprea vitellus","YRV"
"Isabelle cowrie","Cyprea isabella","YQS"
"Dragon cowrie","Cyprea caurica","YQU"
"Carnelian cowrie","Cyprea carneola","YQA"
"Serpent's head cowrie","Cyprea caputserpentis","YQC"
"Boutet's cowrie","Cyprea bouteti","YQB"
"Eyed cowie","Cyprea argus","YPG"
"Gold ring cowrie","Cyprea annulus","YRL"
"Lynx cowrie","Cyprea lynx","YQY"
"Shoulderblade sea cat","Dolabella auricularia","DBU"
NA,"Doris kerguelenensis","KSH"
NA,"Fasciolaria spp","FKX"
"True tulip","Fasciolaria tulipa","FST"
"Wooden fasciolaria","Fasciolaria lignaria","FKL"
"Syracusan fusus","Fusinus syracusanus","FSY"
"Philippi's spindle","Fusinus closter","FUL"
"Nicobar spindle","Fusinus nicobaricus","FUN"
"Distaff spindle","Fusinus colus","FUK"
"Beaked fusus","Fusinus rostratus","FSO"
"Du Petit's spindle","Fusinus dupetitthouarsi","FSD"
"Precious stone shell","Latirolagena smaragdula","GQG"
"Brown-lined latirus","Latirus infundibulum","JSI"
"Many-angled spindle","Latirus polygonus","IUO"
"Chestnut latirus","Leucozonia nassa","LZN"
"Horse conches nei","Pleuroploca spp","UVX"
"Trapezium horse conch","Pleuroploca trapezium","UOZ"
"Salmon horse conch","Pleuroploca salmo","UQS"
"Prince horse conch","Pleuroploca princeps","UPK"
"Underlined fig shell","Ficus subintermedia","FIU"
"Graceful fig shell","Ficus gracilis","FIG"
NA,"Diodora spp","DFX"
"Lister's keyhole limpet","Diodora listeri","DDL"
"Cloudy keyhole limpet","Fissurella nubecula","FSU"
"Rayed keyhole limpet","Fissurella nimbosa","FSM"
NA,"Fissurella spp","FSX"
"Green Panama keyhole limpet","Fissurella virescens","FSE"
"Compressed keyhole limpet","Fissurella coarctata","FSK"
"Barbados keyhole limpet","Fissurella barbadensis","FSB"
"Great keyhole limpet","Megathura crenulata","GHN"
"Stromboli keyhole limpet","Stromboli beebei","TBB"
"Oval abalone","Haliotis ovina","LGW"
"Glistening abalone","Haliotis glabra","LGX"
"Planate abalone","Haliotis planata","LQQ"
NA,"Haliotis scalaris","UQM"
"Donkey's ear abalone","Haliotis asinina","LIY"
"Variable abalone","Haliotis varia","LQW"
"Threaded abalone","Haliotis assimilis","HTW"
"Pink abalone","Haliotis corrugata","HJV"
NA,"Haliotis spadicea","AJF"
"Black abalone","Haliotis cracherodii","HAZ"
"Southern green abalone","Haliotis fulgens","HRW"
"White abalone","Haliotis sorenseni","HSW"
NA,"Haliotis cyclobates","UQN"
"Pinto abalone","Haliotis kamtschatkana","AIZ"
"Roe's abalone","Haliotis roei","UQL"
"Greenlip abalone","Haliotis laevigata","UQK"
"Giant abalone","Haliotis gigantea","ABG"
"Red abalone","Haliotis rufescens","ABF"
"Japanese abalone","Haliotis discus","ABJ"
"Perlemoen abalone","Haliotis midae","ABP"
"Blacklip abalone","Haliotis rubra","ABR"
"Tuberculate abalone","Haliotis tuberculata","HLT"
"Small abalone","Haliotis diversicolor","ABM"
"Abalones nei","Haliotis spp","ABX"
"Rainbow abalone","Haliotis iris","DZS"
"Korean mud snail","Bullacta exarata","JQG"
"Harp shells nei","Harpidae","JJX"
"Articulate harp","Harpa articularis","HRQ"
"True harp","Harpa harpa","HRX"
"Major harp","Harpa major","HBM"
"Rough periwinkle","Littoraria scabra","LRZ"
"Periwinkles nei","Littorina spp","PER"
"Common periwinkle","Littorina littorea","PEE"
"Pyramidal prickly-winkle","Nodilittorina pyramidalis","NDY"
"Hailstorm prickly-winkle","Tectarius grandinatus","EKG"
"Pagoda prickly-winkle","Tectarius pagodus","EQP"
"Coronate prickly-winkle","Tectarius coronatus","EKQ"
"File limpet","Lottia limatula","LQT"
"Giant owl limpet","Lottia gigantea","LQJ"
NA,"Lottia spp","KJX"
"Striate limpet","Patelloida striata","LDZ"
"Pacific sugar limpet","Patelloida saccharina","LDX"
NA,"Scurria plana","JYW"
NA,"Scurria spp","JYX"
"Judas ear cassidula","Ellobium aurisjudae","EBD"
"Midas ear cassidula","Ellobium aurismidae","EBM"
"Common pythia","Pythia scarabeus","YHS"
"Whelks","Busycon spp","WHX"
"Lightning whelk","Busycon sinistrum","WKO"
"Knobbed whelk","Busycon carica","WJT"
"Channeled whelk","Busycotypus canaliculatus","WKQ"
"West Indian crown conch","Melongena melongena","NGK"
NA,"Melongena spp","NFX"
"Pacific melongena","Melongena patula","MGZ"
"Ternate melongena","Pugilina ternatana","UGT"
"Giant hairy melongena","Pugilina morio","UGO"
NA,"Pugilina spp","UGX"
"Spiral melongena","Pugilina cochlidium","UGC"
